Date,Platform,Region,Sentiment_Score,Mentions,Engagement_Rate
2022-05-09 10:00:19,LinkedIn,South America,0.7321023516283272,9459,0.0315722427303865
2023-06-22 01:14:08,TikTok,South America,-0.6539659486791873,1072,0.0328210745161412
2022-11-25 06:19:27,LinkedIn,North America,-0.5955653129133531,5172,0.165616628506052
2023-04-17 15:54:53,LinkedIn,Africa,0.46056809756541006,5853,0.19730321942732487
2022-01-12 05:32:25,Twitter,South America,0.9903889355340696,7266,0.1514613488835763
2022-10-29 12:05:49,Twitter,Asia,-0.24498650436241265,9521,0.05654279368019048
2022-11-23 05:39:06,TikTok,North America,0.7600274841875869,634,0.13462469242078473
2022-06-07 09:07:38,LinkedIn,Australia,0.6028202409729082,6673,0.062292877057675264
2023-06-14 09:11:50,Facebook,Australia,0.30304884345546346,3962,0.03352756621510682
2022-03-05 10:54:35,Twitter,South America,0.46759259323035773,4246,0.19999240179149155
2022-01-04 05:23:57,Twitter,South America,-0.1413972084934627,1566,0.018009152475377876
2023-08-30 21:26:18,Twitter,Australia,-0.41343367496955263,4408,0.16127419936783702
2023-10-02 23:46:22,Instagram,South America,-0.5022974382232133,5835,0.13922485930114237
2023-09-29 09:23:34,Instagram,Australia,0.0492840018280114,3292,0.1574853863772525
2022-10-19 08:35:36,Facebook,Europe,0.9894925644338148,9727,0.04507007322042805
2022-10-26 02:57:07,Facebook,Europe,0.7363991796107838,3325,0.178959461468187
2022-06-30 19:10:10,Twitter,Europe,0.014868510307104454,240,0.09064454612907712
2023-03-31 14:49:58,LinkedIn,Europe,0.8803492950381611,3966,0.18890151065385474
2022-04-29 04:28:05,TikTok,Australia,0.9037895306395789,8854,0.1576388772884328
2022-03-13 00:39:48,Facebook,Europe,0.15658209931567812,8672,0.1752547190330582
2023-10-12 14:49:07,Twitter,Europe,0.6103504771256241,9706,0.021063221649253953
2022-05-20 18:50:02,TikTok,Europe,0.43675759545714943,2679,0.027787585864834007
2022-11-07 10:13:58,TikTok,Australia,-0.2256041171523664,3061,0.09756839479075595
2022-04-09 09:41:00,Facebook,Australia,-0.01779274583236279,1950,0.023535853012619488
2023-04-17 09:58:09,Facebook,Australia,0.21227560814701296,9658,0.10940423633137099
2021-12-31 23:43:39,Twitter,Asia,-0.016816735090432244,4693,0.08623420166302813
2022-11-15 13:31:06,LinkedIn,Asia,-0.6163043383642448,3435,0.02121756574188001
2022-01-02 22:19:06,Instagram,Asia,-0.7249905900677842,8663,0.1412963386680015
2022-08-15 11:36:36,Instagram,Asia,-0.435531689418468,4458,0.10229141197059965
2023-01-28 17:10:24,Facebook,Australia,0.4332388514681036,471,0.11584609103783934
2022-03-25 06:42:29,LinkedIn,Asia,-0.9491716790596498,2232,0.1360916337663574
2022-04-10 09:00:05,TikTok,Australia,-0.4166688619157315,8463,0.12680468957227237
2023-12-01 08:49:27,Instagram,Asia,0.8776111466168721,8859,0.09176497361832386
2023-10-18 10:22:22,Facebook,Africa,0.13478938072389424,4978,0.07661218130419291
2022-08-09 21:13:29,Instagram,South America,-0.8880509239698604,3575,0.1197153813724008
2022-11-27 15:23:39,Twitter,South America,0.4358127506112368,5035,0.03889820256462034
2023-05-25 19:45:44,Instagram,South America,-0.6620586503022676,6755,0.06421491841392277
2022-01-21 23:47:31,Instagram,Africa,0.958071066764993,569,0.1816347695151181
2022-01-02 06:19:14,TikTok,North America,-0.5918706171676003,8747,0.06604235394009797
2022-06-17 03:16:23,Facebook,Europe,-0.8288262353990257,4328,0.01831575105412646
2023-04-02 09:01:21,Twitter,Africa,-0.07621376979347483,3244,0.16748407562924927
2023-08-26 14:35:43,Twitter,Australia,0.40048294170222865,9567,0.1359195743576996
2023-03-24 23:20:27,LinkedIn,North America,0.1723204096048947,2233,0.15923930158023075
2023-02-05 23:27:51,Instagram,Australia,-0.39962301870106387,9823,0.19842885761286233
2023-10-06 09:53:08,Instagram,South America,0.030392394680853974,7879,0.0964884003423429
2023-03-08 20:08:11,Instagram,North America,0.30169347209807595,9333,0.010116281046788531
2022-07-16 22:23:35,Twitter,Europe,0.0681035681995028,2150,0.19333507542936598
2023-08-01 17:57:28,LinkedIn,Asia,0.2932089552913577,1978,0.044197275078764454
2023-10-11 16:45:23,LinkedIn,South America,-0.9311265967935409,5022,0.14781969666634268
2023-03-02 21:17:51,Facebook,Africa,-0.6220226745587862,1124,0.16696874435570386
2023-09-29 00:33:12,Instagram,Europe,-0.7361112347324958,9723,0.14223118991931216
2023-02-14 06:58:36,Twitter,North America,-0.8534935846221448,8428,0.19774674171306506
2023-12-09 05:13:53,TikTok,North America,0.6377355058235918,6135,0.08799931579284977
2023-08-09 03:09:27,Twitter,South America,-0.5602219533914112,8772,0.1988500826295533
2023-04-23 20:00:25,LinkedIn,South America,-0.778064709391671,283,0.07272225919413444
2022-06-29 11:04:32,Facebook,Asia,-0.029164555686361116,660,0.07068669647023025
2023-07-09 16:03:20,Instagram,Europe,-0.9585710862477106,3640,0.10830310017493476
2023-12-19 21:46:04,Instagram,Africa,-0.889753057657674,5428,0.09103728118297043
2023-11-13 03:06:12,Facebook,Europe,0.7367126117496225,1685,0.09512919120771056
2022-04-28 23:52:35,Twitter,North America,-0.412508775304808,9017,0.05855904712878473
2023-05-02 15:26:01,TikTok,Australia,0.4416731923381203,9783,0.14700790626891913
2022-01-29 16:32:58,Instagram,North America,0.38949696111461063,6970,0.1513891219082668
2023-11-14 12:33:14,Facebook,Asia,-0.6136103127244379,3156,0.0737580518740283
2023-03-16 13:55:59,TikTok,Africa,0.41701612312176217,6052,0.04633717626460028
2023-02-19 13:02:41,Instagram,Europe,-0.4673144520560528,5719,0.021743101741402267
2023-08-10 06:47:16,TikTok,Europe,-0.48797906343693787,8274,0.12505812254298065
2023-04-27 00:35:02,LinkedIn,Europe,0.510790504820906,1657,0.04594826309264016
2022-01-04 17:41:16,TikTok,Australia,-0.809189741879212,8826,0.07095873063516901
2023-03-18 14:59:55,Twitter,Europe,-0.7596682458536039,3068,0.10327278160054718
2023-05-31 15:25:19,TikTok,Australia,0.31313596260711196,1792,0.16905252226744677
2023-04-25 08:23:45,Twitter,South America,0.2139712284274793,3623,0.03252872071230532
2023-09-20 02:58:44,Instagram,South America,0.6681675278806498,6891,0.07554279804655087
2023-12-05 10:06:02,LinkedIn,Europe,-0.00893302227458359,9620,0.15616490129736296
2022-01-23 07:03:48,TikTok,Australia,0.5071709333729462,3688,0.03795032754621816
2022-01-20 12:21:04,Facebook,South America,0.4515407072943043,6269,0.05006470081471007
2023-08-30 17:30:37,Instagram,North America,0.33341234794598784,3317,0.07791429618020013
2022-09-03 09:39:25,Twitter,North America,-0.4941481166953723,779,0.13071427391693324
2022-04-22 03:49:09,TikTok,Europe,-0.20163532497510483,7384,0.19608325838255924
2023-07-02 16:55:29,Twitter,Asia,0.5782965030654761,648,0.02556227654032791
2022-02-11 22:53:06,Twitter,North America,-0.1995012990388596,6425,0.055666046112433074
2022-05-19 21:15:31,Instagram,South America,-0.9844662486511035,4671,0.08729771729353651
2022-09-26 23:04:05,Twitter,Africa,0.21597642404056372,8466,0.08557070733879048
2022-03-16 14:17:05,Twitter,Australia,0.7646345811404032,7828,0.13370655481542368
2022-11-29 08:27:04,TikTok,North America,0.10899191301251543,7739,0.10030790005817407
2023-08-01 14:14:26,Twitter,South America,0.4137668751760104,981,0.1571567972165058
2023-11-19 11:24:00,Facebook,Europe,-0.4309887189198105,4048,0.07061369057198924
2023-10-09 14:09:59,Twitter,North America,0.4271919377379463,5909,0.07829646568194518
2023-12-04 09:20:50,Instagram,Australia,0.5679298638485599,4584,0.02823449076979786
2022-02-07 18:19:00,Facebook,Africa,-0.2641313670675911,9864,0.06186502351000685
2022-09-16 00:37:58,TikTok,Asia,-0.4318224947315572,8443,0.1845100966182614
2023-09-07 23:09:49,Twitter,Europe,-0.4811715127332514,3871,0.19426237419292672
2023-02-27 04:42:05,Twitter,Asia,-0.5400309534983339,3772,0.03526691355480837
2023-05-22 07:06:25,Twitter,South America,-0.35000047636638,7615,0.10413825811007284
2023-10-07 02:35:20,TikTok,Europe,-0.7190796068908283,9396,0.14674422789873368
2022-11-04 16:48:09,Instagram,Asia,-0.9806121943708335,2552,0.18917315636976764
2023-12-06 04:50:03,LinkedIn,Australia,-0.29915942944039764,7128,0.07604389570288778
2022-04-10 22:33:09,LinkedIn,Africa,-0.40972955512949416,9204,0.024219124316024306
2022-01-10 20:54:31,Instagram,Europe,0.6803195411935676,6223,0.1614586417239056
2023-05-05 09:52:06,LinkedIn,Australia,0.8648561664990753,3586,0.1168535035282702
2023-11-25 03:59:05,Instagram,South America,-0.014746113936312089,7432,0.17969784235205147
2023-04-22 08:00:22,Twitter,South America,0.022654479250177273,3890,0.030621891197596694
2022-08-18 19:24:00,Twitter,North America,-0.8004615459624522,8832,0.04979454176345779
2022-02-01 10:49:33,Twitter,South America,0.08950221587497298,5032,0.048855556485174534
2023-08-16 03:51:42,TikTok,Europe,-0.9716308439539092,1891,0.06626528436656194
2022-09-16 02:25:24,TikTok,Europe,0.7127536141952144,6976,0.09056391931595363
2023-03-19 01:18:46,TikTok,South America,-0.03975971884404217,6577,0.18828136986207683
2023-05-14 00:18:08,LinkedIn,Australia,-0.04430660121831553,1565,0.15580432537157918
2022-05-11 09:21:31,TikTok,Asia,0.6339801052959018,8732,0.04508239716642297
2022-01-07 15:00:58,Instagram,South America,0.4491921361807132,1354,0.13021874525177432
2022-10-14 07:11:56,Twitter,Europe,0.41430516023957376,6995,0.044098306462980755
2022-04-26 19:59:10,Instagram,North America,0.8028724321512524,5354,0.15433205983081977
2022-12-17 14:47:14,LinkedIn,North America,-0.05907649444928098,3959,0.16138301969228017
2022-11-04 01:53:22,Instagram,Africa,-0.882595642649433,8477,0.03684770452507954
2023-03-07 03:54:02,Facebook,North America,-0.03676732247883163,2556,0.03340294890824423
2023-07-20 21:32:53,TikTok,Australia,-0.46351104751921635,4019,0.1638130359413458
2023-07-04 04:07:12,Facebook,Africa,-0.27561751395282386,9744,0.1367413640322499
2022-03-21 12:29:09,Twitter,South America,0.6644102060391308,5755,0.053428808029577016
2022-02-28 00:57:56,Instagram,Europe,0.053706439670911044,5937,0.07831020289890087
2023-03-19 09:39:01,Instagram,Asia,-0.5539225097852132,7957,0.03263882576030089
2023-04-27 21:55:45,Instagram,Asia,0.34297471179244576,1537,0.06639952565888124
2023-01-12 18:33:38,TikTok,Africa,-0.29973093753441216,1058,0.05623562154134905
2023-11-14 20:05:47,TikTok,Africa,0.6199818880363557,8716,0.06392354450222557
2022-05-01 09:28:38,LinkedIn,Asia,0.5311838486433209,9637,0.14129450936558155
2023-02-14 17:31:36,Facebook,Asia,-0.17368038689661924,2024,0.10870474650272365
2023-11-30 11:24:02,LinkedIn,Europe,0.33934956856490883,1445,0.01985573769745752
2023-06-27 17:10:27,TikTok,North America,-0.2337367883899657,6943,0.18339972795873002
2022-11-17 17:41:27,TikTok,North America,-0.41350178341033805,2239,0.11102066412972954
2023-02-09 21:04:12,Instagram,Australia,0.8765483955548503,8676,0.11065255309268057
2023-09-16 05:38:30,Instagram,North America,0.20212701156942514,4058,0.18606389231161127
2023-11-23 18:09:30,Instagram,North America,-0.013177504406143736,2126,0.19201947120796536
2022-11-16 06:58:59,TikTok,South America,0.8189639506617532,454,0.013124817705012025
2023-10-08 07:45:16,TikTok,Asia,-0.0749982760340191,6194,0.03132635340508741
2023-01-15 00:31:48,Twitter,Europe,0.6816574599159375,2594,0.056084780932990526
2022-06-12 18:56:04,TikTok,Asia,-0.1567624023624632,8262,0.05119779522454471
2022-01-14 12:57:56,TikTok,South America,0.33076054332367244,8174,0.17195863910582737
2022-04-15 05:29:33,Twitter,Europe,0.539342400690267,4953,0.1949257345512837
2022-12-29 20:01:53,TikTok,South America,-0.6960068893900515,2694,0.15549868914081375
2023-10-13 06:46:23,Twitter,North America,-0.3280805168039662,365,0.1079657710695427
2022-11-22 21:34:31,Instagram,Asia,-0.2553607366360686,4194,0.0596450822857348
2022-11-20 00:32:40,Facebook,Europe,0.8718192416444832,5748,0.0777484882220614
2022-08-22 05:18:09,Facebook,Australia,0.717218423063245,5729,0.06989504210424552
2022-12-13 12:33:47,Instagram,South America,-0.8681399244175811,3720,0.18953167309383678
2022-02-06 11:39:47,Facebook,Europe,-0.2147069538764519,8661,0.15634335571530392
2023-03-22 17:46:32,TikTok,Australia,-0.2327350698158468,2781,0.08991236052941105
2022-12-03 04:02:54,TikTok,Africa,-0.21889972819425108,6647,0.0280719823501241
2022-07-24 02:00:52,LinkedIn,Africa,-0.10072950747635079,7966,0.019890142522981154
2023-01-05 20:29:29,Facebook,North America,-0.9815427136955175,8115,0.15976876029537285
2023-02-15 08:28:38,Instagram,South America,-0.31300764993962726,9875,0.07217496846798838
2022-08-23 11:23:35,Facebook,North America,0.6008474381200517,700,0.04772475094190357
2022-08-08 20:38:16,LinkedIn,Australia,-0.5086729431092645,8940,0.12358487908646185
2023-02-08 19:22:25,Twitter,Australia,-0.685573278069525,3090,0.15167624499768442
2023-12-26 00:39:15,LinkedIn,South America,-0.4014896215418855,6638,0.14747699971266107
2023-10-09 02:00:01,Twitter,South America,0.18359516883824312,5603,0.030800509742769246
2022-02-28 01:14:38,Facebook,South America,0.6995684730527922,3904,0.18933968215444302
2023-02-15 20:27:07,Facebook,Australia,-0.3460512383653642,631,0.03923445778177133
2022-03-04 20:09:14,TikTok,Africa,0.3358355673722906,8241,0.19141455298145538
2023-06-13 22:32:34,TikTok,South America,0.3759731002413167,8259,0.05048030582009746
2022-12-12 02:36:58,Twitter,South America,-0.31332687164693174,8398,0.1943542677091031
2022-12-17 21:13:34,LinkedIn,Europe,-0.9219714384291975,2110,0.09538249734450609
2023-09-30 06:33:57,Twitter,Europe,-0.7427411825086878,9429,0.08917256774861974
2023-12-28 23:59:26,Twitter,Asia,0.31773815241428327,2202,0.01502206094354272
2022-10-23 03:48:45,Facebook,Africa,0.21758475002004163,862,0.158163744475757
2022-04-26 16:52:30,LinkedIn,Australia,-0.37234670549249693,3007,0.10602190494685765
2022-03-03 03:12:53,TikTok,Africa,0.44794817717900837,2571,0.04234263426807604
2023-08-14 03:18:00,TikTok,Africa,-0.7821092737183615,7557,0.147044550780751
2023-06-18 03:50:59,TikTok,South America,-0.5398051517606521,1218,0.07541469670998807
2022-05-29 13:16:50,Twitter,North America,-0.3645628166778001,7123,0.15809184062996046
2022-05-20 11:37:22,Twitter,North America,-0.4438560426138689,5593,0.05324759390741583
2023-02-10 19:31:55,TikTok,Europe,-0.3856781369382778,8559,0.1937394334797597
2023-10-15 17:38:16,Instagram,Europe,-0.5268682351161673,7274,0.05365814457541208
2023-12-14 09:40:57,LinkedIn,Asia,0.24963111694251605,7977,0.19365667258057837
2022-03-06 07:36:25,Instagram,Asia,-0.44257517579380345,7638,0.01759509793650216
2022-11-27 19:09:05,Twitter,North America,0.951191183410391,2557,0.05934938245815129
2022-06-08 22:30:34,LinkedIn,South America,-0.8632695779357871,434,0.10256026045013271
2023-10-31 15:06:38,Facebook,Europe,0.9113946625029794,1934,0.15276047295775375
2022-04-04 10:55:41,TikTok,South America,-0.45909014079578014,9473,0.05273877174381205
2023-01-03 00:52:17,Facebook,Australia,0.08062829632124702,2795,0.08914116315897845
2023-04-28 16:09:21,LinkedIn,South America,-0.08478745294579126,8037,0.022214797589903586
2022-07-13 21:58:18,Facebook,Australia,-0.4980461061819399,2451,0.14954391959312516
2023-02-16 00:18:00,Instagram,Europe,0.7156598579007447,5912,0.17845228317555364
2022-05-11 06:58:15,Twitter,South America,0.47449407147771594,7907,0.1397647972488635
2022-04-22 21:10:30,Twitter,North America,0.65225779056252,4888,0.05720266647839562
2022-08-01 05:20:50,Facebook,South America,0.8963848583916232,1406,0.19159204087601653
2022-06-12 05:08:21,TikTok,Africa,0.9413157976003317,6022,0.016823235669648454
2023-10-29 17:02:25,Twitter,South America,-0.05903138512310657,6381,0.12146532103233576
2023-10-26 23:51:01,Facebook,Europe,0.48738487242956796,8798,0.11691882033868643
2023-03-20 04:24:22,LinkedIn,Asia,0.7969743283057047,3221,0.15744202031093987
2022-07-18 06:44:31,TikTok,Asia,0.017052506207795748,6715,0.11732349697153721
2022-11-28 17:34:12,Facebook,Australia,0.7340020187590406,2714,0.12443137318729135
2022-09-10 10:48:24,Instagram,Europe,0.8342244495404019,2252,0.03727206857599664
2023-01-19 11:30:49,Instagram,South America,0.5793212132540724,6309,0.1833500082510594
2022-12-24 12:02:40,LinkedIn,Asia,0.8858624113467297,6717,0.03896156753190322
2023-10-29 06:28:56,Facebook,Asia,0.4637591911013592,9988,0.1232426172111994
2022-11-06 11:17:23,Facebook,South America,0.13622078107229751,9480,0.14160817324515312
2023-08-27 09:40:23,LinkedIn,Asia,0.06667662328708679,767,0.06298633130073374
2023-03-08 15:10:36,Facebook,Europe,0.045442992555791095,4198,0.19896832175198223
2022-07-17 03:25:11,LinkedIn,North America,0.7430423396695791,5117,0.07496137396330506
2023-11-28 19:35:41,LinkedIn,Europe,0.5841524135911025,3102,0.17281190500100455
2023-12-26 07:52:15,LinkedIn,Australia,0.9123532860315284,7628,0.09127350769460994
2022-04-09 04:45:24,Twitter,Africa,0.08245759813457698,5986,0.08846347649541747
2022-03-06 15:38:44,LinkedIn,Europe,0.8556874880966083,2494,0.05304974874757231
2022-08-06 22:31:41,Facebook,Asia,0.38466855493195906,6446,0.1854654704690771
2022-09-11 06:22:09,Instagram,Africa,-0.005328127954981943,5298,0.1326062806394712
2022-06-20 04:43:37,LinkedIn,Asia,-0.863895983342952,3777,0.03516449917943964
2023-07-10 16:27:16,Twitter,Europe,-0.2983750919941175,3047,0.04022256803156706
2023-09-04 05:28:35,LinkedIn,Africa,-0.6215542328860422,7303,0.12863700026910443
2023-05-10 08:44:50,Facebook,North America,0.42988134840457026,2656,0.03580673692290786
2023-06-18 14:05:01,Instagram,Africa,-0.3017986391407137,7095,0.03797228363322984
2022-06-23 10:30:00,Facebook,South America,-0.9103674087983491,4293,0.049934143017135835
2022-05-24 01:48:07,LinkedIn,Europe,0.2618469310939935,4915,0.12149895190234855
2023-03-09 07:13:20,Instagram,Asia,-0.6608518236610907,7467,0.1993753247109111
2022-03-30 10:14:33,Facebook,Africa,0.6031320464216046,5698,0.024184115472390022
2022-12-13 21:49:05,TikTok,North America,0.23937498485390574,2685,0.06527866027813967
2022-10-15 06:32:43,LinkedIn,North America,-0.8985869851955908,9626,0.05693867446668033
2023-01-05 06:52:39,TikTok,Europe,-0.500865318623116,7022,0.12585448207823163
2022-09-22 23:42:40,Twitter,Australia,-0.06107108155069341,9151,0.19861618980200282
2022-08-31 00:29:37,Twitter,Asia,0.08922811327496594,3919,0.14673866418121903
2022-12-05 11:46:38,TikTok,North America,0.22226208661095637,7496,0.13862701727358331
2022-01-18 11:26:15,LinkedIn,Europe,-0.7169106893837136,3008,0.058422611459865006
2022-10-03 23:50:16,Twitter,South America,-0.6195890391625258,4042,0.09445817333762897
2022-11-03 03:31:33,Facebook,Australia,-0.2133478176907435,121,0.13016576098089688
2022-04-10 03:37:29,LinkedIn,Africa,-0.8592899449294207,1892,0.08998782114850426
2023-04-27 02:27:33,LinkedIn,Africa,-0.5852282607173669,4011,0.19267025598734291
2022-05-12 07:06:57,LinkedIn,Australia,-0.91807622687308,6775,0.1986540300118864
2022-12-18 22:59:48,Instagram,Africa,-0.48367776317287414,5644,0.10445481842377509
2022-04-06 11:31:06,TikTok,North America,0.8639334609112015,8823,0.1678284960281537
2023-12-12 01:41:56,Twitter,Asia,-0.7638854156031158,2505,0.18511497464675886
2023-08-24 05:02:38,Facebook,Australia,-0.7625222557346847,7549,0.07961094447700644
2023-04-09 00:50:21,TikTok,Europe,0.9265558346875018,4394,0.18547771763449647
2022-07-30 05:35:26,Twitter,Africa,0.6572027161910432,1893,0.17926561232441193
2022-08-18 16:38:06,Instagram,Australia,-0.7587992216629065,3127,0.05470662894921755
2022-02-25 02:50:53,Instagram,Asia,0.3303525390469424,4558,0.1289965515126129
2023-08-12 22:42:33,Twitter,Asia,0.72115695701418,9237,0.06470113499360501
2023-06-26 12:47:08,Facebook,North America,-0.9236559615780711,5361,0.11645404776808632
2023-09-30 08:37:41,Twitter,Australia,0.11479242181671889,6027,0.174310126111138
2023-10-07 01:40:58,LinkedIn,Europe,-0.07576518028805834,3131,0.047803707945398774
2023-04-19 02:10:41,Twitter,South America,0.933863608761865,2294,0.09977500846407805
2023-03-23 15:21:38,Facebook,Asia,0.109392234052341,5241,0.077528871012965
2022-07-30 20:39:55,LinkedIn,Africa,-0.4982670589261582,648,0.07485535684555042
2022-09-30 03:31:11,TikTok,Asia,0.7275794044887247,2800,0.050484098621813106
2022-12-27 20:04:54,Twitter,Europe,-0.9671461217756758,5511,0.012412369513031232
2022-01-10 04:19:35,Facebook,Australia,-0.6856758502050679,9117,0.15541486889328587
2022-05-27 23:34:31,Twitter,South America,0.9968544870763965,7896,0.16553309171459632
2022-02-01 05:26:29,Facebook,Asia,-0.8358534606641201,4837,0.1450611178288623
2023-05-09 13:13:43,LinkedIn,Asia,-0.004254025523643179,665,0.05069668743784381
2023-10-04 15:42:28,LinkedIn,Africa,0.8625055036503542,303,0.059462494311574826
2023-03-28 08:55:49,LinkedIn,Europe,-0.37592062924739666,7535,0.033330214563784856
2022-03-22 05:02:58,Twitter,Asia,-0.29798430632512174,7808,0.04097273143261755
2023-12-03 06:00:09,LinkedIn,North America,0.06639318512862902,8501,0.12195325594930384
2023-07-20 11:57:18,Instagram,South America,-0.4095539540734605,7917,0.043021988126774935
2022-03-15 19:16:33,TikTok,Asia,-0.27406218333970167,3185,0.06224667654483398
2023-05-31 05:54:57,Twitter,South America,-0.42371132582934257,8821,0.060744506913142746
2022-02-27 19:19:48,Instagram,North America,-0.47618945639702637,5177,0.17531584829996946
2022-06-18 15:24:50,Twitter,Africa,0.7883930590096462,2243,0.12637222664035647
2022-10-08 00:09:00,LinkedIn,Africa,-0.5596087487659196,3654,0.14902405085368858
2022-12-29 08:51:59,LinkedIn,Africa,0.5069113414266675,2786,0.12151660795304003
2022-04-28 11:02:28,LinkedIn,Asia,0.6192978989430964,629,0.1589960931529236
2023-05-01 02:39:22,TikTok,Europe,0.5018733335086154,3212,0.11687136029598605
2023-04-04 14:16:56,Instagram,Europe,0.017035747030674564,176,0.08763359888688103
2022-01-07 09:03:36,Facebook,Africa,0.7593198059202548,1856,0.10033154154408212
2022-12-16 13:05:38,Instagram,Asia,0.6536018332096727,3224,0.07840003156636821
2022-04-10 09:15:12,TikTok,Africa,0.8127729502875614,708,0.134959488896419
2023-01-19 17:29:36,LinkedIn,North America,0.19426261661463706,3703,0.17050078201304636
2022-11-08 16:50:15,Twitter,South America,0.02147560979827179,1010,0.1866704736867957
2023-12-15 18:58:09,LinkedIn,Africa,-0.5010118922008171,9410,0.1567511140860048
2023-10-07 02:32:46,Facebook,Asia,0.7874156520241118,6691,0.047328488818725756
2022-05-13 01:16:19,LinkedIn,North America,-0.7716319784736654,2363,0.05144308238066588
2023-11-18 17:31:40,LinkedIn,South America,-0.11925026184840304,646,0.13256593646904782
2023-04-26 19:04:32,LinkedIn,Australia,0.2506905839811906,9100,0.13565582521433514
2022-07-05 08:23:29,Facebook,Africa,-0.5768200262515213,3196,0.18113394333363994
2023-07-18 09:03:52,TikTok,Africa,-0.1968436028308722,4882,0.046671825330069215
2022-10-06 22:41:04,LinkedIn,Africa,-0.04263210351457225,8534,0.04802126518500386
2023-05-16 13:50:57,TikTok,Australia,0.8518002825025934,3366,0.19655652324800685
2023-01-12 23:11:43,Facebook,Australia,0.18746623264034334,6527,0.09402725225226086
2023-05-17 03:07:10,Instagram,Australia,-0.9291313252433608,5010,0.033510299514339474
2022-06-11 06:30:45,Twitter,Australia,-0.9214048706774427,667,0.13831697316579597
2023-09-25 14:44:41,Twitter,Africa,0.23559915050089852,3223,0.019977495470113255
