Customer_ID,Purchase_History,Recommended_Product_ID,Recommendation_Score
Customer_72,Product_006;Product_015,Product_018,0.8162379914524204
Customer_73,Product_016;Product_012;Product_009,Product_003,0.8578233195705312
Customer_74,Product_008,Product_014,0.7939158439022425
Customer_75,Product_020;Product_011;Product_001,Product_005,0.9125413138501088
Customer_76,Product_006;Product_001,Product_008,0.7180712007491321
Customer_77,Product_016,Product_015,0.8564881256243868
Customer_78,Product_009;Product_017,Product_008,0.789472931961183
Customer_79,Product_020;Product_011;Product_015,Product_006,0.9421250663416223
Customer_80,Product_005;Product_020,Product_003,0.8055192354527542
Customer_81,Product_016,Product_008,0.9269455761098455
Customer_82,Product_011;Product_016;Product_004,Product_003,0.8175309257698364
Customer_83,Product_012;Product_015,Product_006,0.8127732914294896
Customer_84,Product_020;Product_002,Product_002,0.705480922992885
Customer_85,Product_013,Product_006,0.7102379063054244
Customer_86,Product_013;Product_003,Product_007,0.8512799924855624
Customer_87,Product_013,Product_008,0.7462675294864397
Customer_88,Product_017,Product_003,0.8713151917971478
Customer_89,Product_001,Product_001,0.712099986980102
Customer_90,Product_001;Product_013,Product_012,0.7259399586319406
Customer_91,Product_002,Product_017,0.8073961660756562
Customer_92,Product_019,Product_010,0.9103280477115792
Customer_93,Product_019;Product_001;Product_005,Product_001,0.9480196321140149
Customer_94,Product_008;Product_006,Product_012,0.9429199902559247
Customer_95,Product_009,Product_018,0.855727251099879
Customer_96,Product_014;Product_004;Product_015,Product_001,0.9258433679239847
Customer_97,Product_006,Product_009,0.8506171545142631
Customer_98,Product_011;Product_004,Product_017,0.7896448264096568
Customer_99,Product_012;Product_016,Product_003,0.8265853650381197
Customer_100,Product_005;Product_014;Product_017,Product_004,0.9234571659353954
Customer_101,Product_013;Product_003;Product_018,Product_015,0.7195907861302029
Customer_102,Product_004;Product_003,Product_019,0.8816018098260985
Customer_103,Product_014;Product_001,Product_005,0.7795948713413886
Customer_104,Product_017;Product_008,Product_012,0.7683632835966568
Customer_105,Product_013;Product_020,Product_014,0.8892553034884406
Customer_106,Product_018;Product_004;Product_002,Product_010,0.7734212178922739
Customer_107,Product_019;Product_010,Product_015,0.8481007622444963
Customer_108,Product_012;Product_001;Product_007,Product_002,0.938453955357268
Customer_109,Product_020;Product_006,Product_019,0.8249830709782122
Customer_110,Product_009;Product_007,Product_008,0.8253048524195796
Customer_111,Product_014;Product_016;Product_008,Product_014,0.9763701440679249
Customer_112,Product_009;Product_012;Product_002,Product_018,0.7117467969667299
Customer_113,Product_005,Product_019,0.7112952535180974
Customer_114,Product_007,Product_019,0.7636111934498814
Customer_115,Product_003;Product_013,Product_019,0.9230870198625707
Customer_116,Product_019;Product_002;Product_008,Product_009,0.8412035966955933
Customer_117,Product_004;Product_020;Product_014,Product_015,0.7254523338692102
Customer_118,Product_015;Product_001;Product_013,Product_019,0.9880718717890555
Customer_119,Product_005,Product_008,0.9032433908754145
Customer_120,Product_005;Product_012;Product_011,Product_012,0.9211565879318545
Customer_121,Product_020;Product_002,Product_001,0.7020787849394063
Customer_122,Product_006;Product_003,Product_013,0.7953296599531979
Customer_123,Product_012;Product_010,Product_017,0.908167622446229
Customer_124,Product_001,Product_017,0.9646056960471154
Customer_125,Product_011;Product_019,Product_015,0.9678819053787533
Customer_126,Product_020;Product_009,Product_006,0.8619425466444819
Customer_127,Product_020,Product_013,0.918495271796773
Customer_128,Product_001,Product_007,0.9553830143813969
Customer_129,Product_008;Product_018;Product_012,Product_018,0.8723672038118426
Customer_130,Product_010,Product_017,0.7831454225071899
Customer_131,Product_018,Product_001,0.7460607736598928
Customer_132,Product_005;Product_002,Product_012,0.7793137501615869
Customer_133,Product_001;Product_007,Product_008,0.8194496568018371
Customer_134,Product_017,Product_016,0.749076061256645
Customer_135,Product_011;Product_006,Product_004,0.8443697082621424
Customer_136,Product_017;Product_020,Product_007,0.8932161736134501
Customer_137,Product_020;Product_019,Product_008,0.7416500126678792
Customer_138,Product_007,Product_001,0.7791277547508002
Customer_139,Product_007;Product_004;Product_005,Product_001,0.8813581824195662
Customer_140,Product_003;Product_015;Product_004,Product_013,0.7750249294956569
Customer_141,Product_016;Product_017;Product_020,Product_004,0.9919090767703151
Customer_142,Product_002;Product_003,Product_004,0.7842450391721315
Customer_143,Product_018;Product_013,Product_007,0.8567835391974765
Customer_144,Product_004,Product_013,0.8964183288192579
Customer_145,Product_016;Product_011;Product_013,Product_004,0.8672222578756997
Customer_146,Product_004,Product_004,0.9864049334746696
Customer_147,Product_016;Product_017;Product_008,Product_019,0.7414983448277029
Customer_148,Product_011;Product_002;Product_012,Product_005,0.8113427129675369
Customer_149,Product_019;Product_002;Product_017,Product_019,0.8707396382895449
Customer_150,Product_003;Product_001;Product_016,Product_009,0.9299735947703676
Customer_151,Product_012;Product_020,Product_010,0.7952477381315332
Customer_152,Product_020,Product_001,0.745309409230882
Customer_153,Product_012,Product_016,0.9333458259629847
Customer_154,Product_020,Product_011,0.7152716018298917
Customer_155,Product_010,Product_005,0.8663239320492233
Customer_156,Product_011,Product_015,0.7579097290704848
Customer_157,Product_002;Product_003,Product_001,0.9018112542495813
Customer_158,Product_012;Product_018,Product_017,0.7784061687228251
Customer_159,Product_005;Product_012;Product_010,Product_014,0.8132077258242242
Customer_160,Product_019;Product_006,Product_007,0.9775192567570241
Customer_161,Product_020,Product_003,0.9127697135565269
Customer_162,Product_020;Product_011;Product_009,Product_013,0.9916000424182976
Customer_163,Product_016;Product_003;Product_018,Product_018,0.819873705807888
Customer_164,Product_013;Product_004,Product_019,0.8742528891222598
Customer_165,Product_002;Product_012;Product_003,Product_006,0.8227814681633999
Customer_166,Product_019,Product_014,0.8450021550572998
Customer_167,Product_015;Product_003,Product_001,0.8491434643612265
Customer_168,Product_013,Product_013,0.7211323834158035
Customer_169,Product_008;Product_009,Product_004,0.709958845289483
Customer_170,Product_007;Product_016,Product_007,0.85241835302826
Customer_171,Product_013;Product_001,Product_013,0.8010186980336446
Customer_172,Product_015,Product_015,0.9531192615004751
Customer_173,Product_010;Product_016;Product_002,Product_003,0.9779527712081302
Customer_174,Product_015;Product_006;Product_005,Product_014,0.8721253753237853
Customer_175,Product_014;Product_007;Product_016,Product_020,0.818328340417328
Customer_176,Product_011,Product_004,0.7359701822575117
Customer_177,Product_006,Product_020,0.9812113952571935
Customer_178,Product_017;Product_020;Product_014,Product_019,0.9667257972691392
Customer_179,Product_004,Product_012,0.8537654051879459
Customer_180,Product_003,Product_010,0.7065766397832354
Customer_181,Product_020,Product_015,0.9578885091529623
Customer_182,Product_019;Product_017,Product_006,0.7609105704733595
Customer_183,Product_007,Product_011,0.7344208541647378
Customer_184,Product_020;Product_013;Product_004,Product_006,0.9646171104676877
Customer_185,Product_016,Product_015,0.9668322921998791
Customer_186,Product_020;Product_008;Product_009,Product_004,0.817142660183655
Customer_187,Product_011;Product_008,Product_019,0.7754980106508365
Customer_188,Product_010;Product_004,Product_012,0.9919623591490988
Customer_189,Product_010;Product_018;Product_004,Product_019,0.8570000308987841
Customer_190,Product_008,Product_001,0.7032585931195194
Customer_191,Product_018;Product_004;Product_007,Product_003,0.9712942286368276
Customer_192,Product_013;Product_011;Product_009,Product_008,0.8082253908814606
Customer_193,Product_020;Product_004;Product_002,Product_019,0.7129845092167876
Customer_194,Product_001;Product_003,Product_012,0.9948066829058948
Customer_195,Product_014;Product_004,Product_005,0.7599793620105033
Customer_196,Product_013,Product_005,0.9925296248382508
Customer_197,Product_017,Product_013,0.9961251127950967
Customer_198,Product_014;Product_019;Product_011,Product_013,0.9112218159950035
Customer_199,Product_007,Product_012,0.8448002277493766
Customer_200,Product_001;Product_019,Product_008,0.7000718825011809
Customer_201,Product_005;Product_014;Product_017,Product_009,0.8104394495990472
Customer_202,Product_009;Product_012,Product_007,0.8202012853059499
Customer_203,Product_002;Product_009;Product_004,Product_014,0.7127142162478715
Customer_204,Product_010;Product_015,Product_005,0.8645112927236078
Customer_205,Product_011;Product_015,Product_019,0.9258909933842281
Customer_206,Product_001;Product_008,Product_004,0.9888098451844224
Customer_207,Product_004;Product_002;Product_016,Product_015,0.8060773483107861
Customer_208,Product_008;Product_004;Product_009,Product_002,0.7022946994473028
Customer_209,Product_011,Product_020,0.7729223083020512
Customer_210,Product_015,Product_007,0.8914580622671509
Customer_211,Product_005;Product_004,Product_016,0.7204304411003187
Customer_212,Product_016;Product_017,Product_012,0.755283164758709
Customer_213,Product_016,Product_014,0.8969330715303527
Customer_214,Product_008;Product_010,Product_010,0.8282686391002929
Customer_215,Product_018;Product_009;Product_020,Product_014,0.9651388318462978
Customer_216,Product_003,Product_007,0.8893921964565806
Customer_217,Product_019,Product_003,0.7530720196979553
Customer_218,Product_015;Product_011,Product_003,0.7027397901399688
Customer_219,Product_018,Product_013,0.9558274007123266
Customer_220,Product_001,Product_012,0.8231850850360911
Customer_221,Product_001;Product_017;Product_003,Product_001,0.8988824051788613
Customer_222,Product_008,Product_017,0.7043407993625946
Customer_223,Product_013,Product_007,0.8810159336678912
Customer_224,Product_004,Product_020,0.7250355795772208
Customer_225,Product_009,Product_009,0.8452960662755171
Customer_226,Product_014;Product_007;Product_019,Product_016,0.900201358595204
Customer_227,Product_012,Product_003,0.8713414065463171
Customer_228,Product_005,Product_013,0.9745825290100436
Customer_229,Product_010;Product_020,Product_014,0.7082498078233329
Customer_230,Product_018,Product_015,0.967961637206635
Customer_231,Product_008;Product_018,Product_007,0.7105457700133716
Customer_232,Product_006;Product_007,Product_017,0.9942751240197101
Customer_233,Product_012;Product_018,Product_017,0.7073447705291253
Customer_234,Product_005;Product_015,Product_017,0.916921654957878
Customer_235,Product_007;Product_018;Product_015,Product_001,0.7215259159960911
Customer_236,Product_009;Product_012,Product_020,0.9538178092556087
Customer_237,Product_014;Product_011,Product_005,0.8674504366850608
Customer_238,Product_010,Product_015,0.8697652441165792
Customer_239,Product_017,Product_009,0.7122888904678419
Customer_240,Product_009;Product_012;Product_003,Product_006,0.9592417608395509
Customer_241,Product_011;Product_001,Product_018,0.9392041486460352
Customer_242,Product_007;Product_015;Product_020,Product_019,0.7528529742853389
Customer_243,Product_013,Product_017,0.9046832557990983
Customer_244,Product_013,Product_011,0.7322675676117969
Customer_245,Product_020;Product_014;Product_015,Product_017,0.8734920428826517
Customer_246,Product_014;Product_015;Product_007,Product_009,0.9558507580344854
Customer_247,Product_018,Product_001,0.9724072555514705
Customer_248,Product_018;Product_014;Product_008,Product_014,0.8815644675229137
Customer_249,Product_011,Product_009,0.9444701435534717
Customer_250,Product_013;Product_005,Product_003,0.7131658555415107
Customer_251,Product_018;Product_003,Product_011,0.880446910017862
Customer_252,Product_018;Product_013,Product_015,0.8204311761313131
Customer_253,Product_018;Product_014;Product_013,Product_013,0.7963627389351552
Customer_254,Product_015;Product_017;Product_020,Product_001,0.862874693255797
Customer_255,Product_006;Product_009,Product_002,0.8593770088405592
Customer_256,Product_001;Product_008,Product_019,0.7832584519778556
Customer_257,Product_006;Product_003,Product_019,0.7855935987063443
Customer_258,Product_002;Product_009;Product_013,Product_004,0.9539819918932921
Customer_259,Product_002;Product_010,Product_020,0.9545697085108472
Customer_260,Product_015;Product_013;Product_011,Product_004,0.734367550958108
Customer_261,Product_001,Product_010,0.7883457564562568
Customer_262,Product_007;Product_001;Product_020,Product_009,0.8596925544126216
Customer_263,Product_018,Product_013,0.9691224776089498
Customer_264,Product_016;Product_013,Product_014,0.9231782995617885
Customer_265,Product_015;Product_007,Product_012,0.9813266101271233
Customer_266,Product_017;Product_011;Product_007,Product_008,0.7063862129015936
Customer_267,Product_002;Product_013;Product_011,Product_001,0.7261385802660367
Customer_268,Product_002;Product_007,Product_005,0.8088760737392372
Customer_269,Product_013,Product_017,0.7362935469039389
Customer_270,Product_009;Product_008;Product_002,Product_015,0.7943155347501287
Customer_271,Product_014;Product_003,Product_019,0.7513398103364999
Customer_272,Product_007;Product_009;Product_013,Product_009,0.7849179263151369
Customer_273,Product_018,Product_019,0.7810068170028444
Customer_274,Product_016,Product_015,0.9842138489639528
Customer_275,Product_001;Product_011,Product_002,0.776102108732003
Customer_276,Product_014,Product_011,0.848112438768126
Customer_277,Product_020;Product_010;Product_005,Product_015,0.9409135476405351
Customer_278,Product_003;Product_017,Product_001,0.7148135813132538
Customer_279,Product_017;Product_007;Product_005,Product_020,0.9918839937888533
Customer_280,Product_016,Product_002,0.9857012147388255
Customer_281,Product_016,Product_018,0.9295917783519821
Customer_282,Product_004;Product_019,Product_019,0.9007993484766308
Customer_283,Product_008;Product_002,Product_012,0.8664686285708832
Customer_284,Product_012;Product_004,Product_017,0.8405630218845346
Customer_285,Product_006,Product_018,0.9775216622582636
Customer_286,Product_002;Product_016,Product_012,0.9997232356266537
Customer_287,Product_002;Product_006,Product_017,0.8913923784658748
Customer_288,Product_003;Product_006;Product_007,Product_016,0.7475782734139574
Customer_289,Product_011,Product_017,0.7937056575514363
Customer_290,Product_017;Product_015;Product_001,Product_001,0.8530435129821206
Customer_291,Product_009,Product_004,0.9521997259860744
Customer_292,Product_010,Product_008,0.7542843825320993
Customer_293,Product_012;Product_005;Product_004,Product_010,0.8807457910712533
Customer_294,Product_004;Product_019,Product_009,0.7858081213048357
Customer_295,Product_007;Product_015;Product_010,Product_003,0.8206847271261487
Customer_296,Product_011;Product_008,Product_010,0.9755707153334656
Customer_297,Product_012,Product_011,0.937257938192953
Customer_298,Product_007;Product_018;Product_016,Product_004,0.9472006413626062
Customer_299,Product_012;Product_011;Product_008,Product_013,0.8940427960750224
Customer_300,Product_004;Product_003;Product_018,Product_003,0.7707166940666694
Customer_301,Product_012;Product_020,Product_006,0.7205121261031365
Customer_302,Product_016,Product_006,0.7003389988498134
Customer_303,Product_001;Product_004;Product_011,Product_007,0.8235415551988295
Customer_304,Product_002;Product_015,Product_009,0.7470236919699985
Customer_305,Product_016;Product_019;Product_005,Product_020,0.7112058374515392
Customer_306,Product_014;Product_008;Product_002,Product_008,0.8122713181187282
Customer_307,Product_001;Product_006;Product_002,Product_014,0.9253115821115865
Customer_308,Product_006;Product_008;Product_005,Product_004,0.8921368511237482
Customer_309,Product_007;Product_001,Product_009,0.7721187991673732
Customer_310,Product_018;Product_010,Product_015,0.8942188906840791
Customer_311,Product_001,Product_009,0.9069613099006255
Customer_312,Product_018,Product_009,0.7872908765705714
Customer_313,Product_019,Product_015,0.7655343740649426
Customer_314,Product_011;Product_019;Product_013,Product_003,0.9204114431602909
Customer_315,Product_020,Product_013,0.8092428328134906
Customer_316,Product_004,Product_009,0.7082676608088933
Customer_317,Product_007;Product_017;Product_015,Product_006,0.8755470234845024
Customer_318,Product_012;Product_010;Product_011,Product_014,0.8206241119223227
Customer_319,Product_002,Product_007,0.7831323674849693
Customer_320,Product_002;Product_016;Product_008,Product_006,0.9952121782369452
Customer_321,Product_006;Product_001;Product_005,Product_016,0.9790006453462022
Customer_322,Product_003;Product_011,Product_019,0.9583915308844362
Customer_323,Product_017,Product_015,0.9357182671198783
Customer_324,Product_002,Product_010,0.9508106620734007
Customer_325,Product_002;Product_008,Product_015,0.7369228656861498
Customer_326,Product_011;Product_016;Product_004,Product_019,0.9000097349906176
Customer_327,Product_009;Product_004;Product_014,Product_005,0.905700035729466
Customer_328,Product_001;Product_013;Product_008,Product_019,0.8365840429249468
Customer_329,Product_008;Product_007;Product_016,Product_011,0.9804017050330376
Customer_330,Product_007;Product_005;Product_019,Product_013,0.7751861186116267
Customer_331,Product_016;Product_008,Product_019,0.9242520109312353
Customer_332,Product_018;Product_012;Product_001,Product_008,0.9127088825439162
Customer_333,Product_014;Product_020;Product_009,Product_010,0.7424639884867912
Customer_334,Product_006,Product_020,0.7159441214624488
Customer_335,Product_008;Product_010,Product_019,0.9015843038521012
Customer_336,Product_017;Product_008,Product_014,0.7199284602551427
Customer_337,Product_002;Product_014,Product_018,0.760658838857728
Customer_338,Product_011;Product_019,Product_017,0.9455111266159111
Customer_339,Product_020;Product_010;Product_001,Product_019,0.8092564361241843
Customer_340,Product_019,Product_008,0.8637174445170874
Customer_341,Product_016;Product_010,Product_001,0.7337701976926297
Customer_342,Product_011;Product_020;Product_017,Product_011,0.8980390038540697
Customer_343,Product_014,Product_006,0.82442470316723
Customer_344,Product_009;Product_014;Product_005,Product_019,0.8371002788217645
Customer_345,Product_013;Product_015;Product_007,Product_020,0.9498353499834797
Customer_346,Product_010,Product_011,0.7417925250771207
Customer_347,Product_009,Product_020,0.9845628593680799
Customer_348,Product_002;Product_007,Product_020,0.7051540352698505
Customer_349,Product_017;Product_008;Product_003,Product_001,0.7538974214499474
Customer_350,Product_004,Product_013,0.8106816783300337
Customer_351,Product_014;Product_010,Product_010,0.9313246341621824
Customer_352,Product_002;Product_015;Product_019,Product_015,0.8007385458665278
Customer_353,Product_006;Product_013,Product_015,0.7300843599093624
Customer_354,Product_009;Product_010;Product_013,Product_010,0.9875635813137205
Customer_355,Product_011;Product_002,Product_013,0.9770470784977949
Customer_356,Product_010;Product_005,Product_009,0.8409463905038579
Customer_357,Product_016;Product_012;Product_018,Product_013,0.895346606979018
Customer_358,Product_011;Product_013,Product_013,0.9262201176343633
Customer_359,Product_014;Product_011;Product_009,Product_010,0.7204080512443439
Customer_360,Product_014;Product_011,Product_012,0.9298480918160568
Customer_361,Product_014,Product_008,0.9942799546615282
Customer_362,Product_005;Product_014,Product_007,0.9827690465804033
Customer_363,Product_006;Product_008,Product_009,0.8427091982011743
Customer_364,Product_017;Product_019,Product_019,0.7795588602682944
Customer_365,Product_006;Product_005;Product_017,Product_014,0.7261439263940734
Customer_366,Product_010;Product_002;Product_013,Product_005,0.788956127256393
Customer_367,Product_002,Product_003,0.7247040184259568
Customer_368,Product_020,Product_007,0.742831381486752
Customer_369,Product_018;Product_020,Product_016,0.7614316682178318
Customer_370,Product_011,Product_012,0.7898177716833998
Customer_371,Product_020;Product_011,Product_014,0.998736651351402
Customer_372,Product_006;Product_008,Product_005,0.7285804597072342
Customer_373,Product_002;Product_015,Product_012,0.9416968373395765
Customer_374,Product_006;Product_015;Product_001,Product_014,0.7225321655285839
Customer_375,Product_006;Product_017;Product_012,Product_007,0.8128476630609395
Customer_376,Product_015;Product_005,Product_019,0.945326963354781
Customer_377,Product_011;Product_002,Product_003,0.9376838919114137
Customer_378,Product_005;Product_017,Product_006,0.9084737909856634
Customer_379,Product_016,Product_005,0.8796281125433733
Customer_380,Product_002;Product_004,Product_009,0.7935566853295234
Customer_381,Product_018;Product_002,Product_005,0.8084687957285462
Customer_382,Product_018;Product_010;Product_013,Product_002,0.8175686633560699
Customer_383,Product_014;Product_009,Product_002,0.8500342591746864
Customer_384,Product_006;Product_010;Product_012,Product_003,0.7237220335132108
Customer_385,Product_006;Product_011;Product_017,Product_016,0.8452964139695627
Customer_386,Product_016,Product_006,0.7737840831185944
Customer_387,Product_001;Product_005;Product_007,Product_020,0.7196912274529591
Customer_388,Product_006;Product_008;Product_015,Product_003,0.8864616548575002
Customer_389,Product_006;Product_017;Product_012,Product_001,0.838057450946963
Customer_390,Product_009,Product_001,0.7497546608768028
Customer_391,Product_003,Product_011,0.8668120528510528
Customer_392,Product_016;Product_020,Product_015,0.9334776016815287
Customer_393,Product_010,Product_014,0.8773375368431418
Customer_394,Product_005;Product_004;Product_017,Product_004,0.9784930991992438
Customer_395,Product_017;Product_004;Product_014,Product_012,0.7829800312312625
Customer_396,Product_002;Product_010;Product_003,Product_014,0.7209518506720225
Customer_397,Product_003;Product_001;Product_017,Product_004,0.9967867890068212
Customer_398,Product_001;Product_004;Product_007,Product_007,0.7412720721185391
Customer_399,Product_001;Product_019,Product_003,0.7580751270632142
Customer_400,Product_004,Product_001,0.8702488647494868
Customer_401,Product_003;Product_010,Product_006,0.9592386385020291
Customer_402,Product_015;Product_007,Product_014,0.8870225922748868
Customer_403,Product_005;Product_012;Product_016,Product_017,0.9102318670372711
Customer_404,Product_003;Product_010,Product_001,0.9372469535332101
Customer_405,Product_003;Product_019,Product_004,0.8222400507376848
Customer_406,Product_011;Product_014,Product_014,0.8137102860127546
Customer_407,Product_019;Product_011;Product_001,Product_010,0.7061463294144965
Customer_408,Product_019;Product_010;Product_007,Product_013,0.9523100035365006
Customer_409,Product_007;Product_009,Product_012,0.9273919494034799
Customer_410,Product_012,Product_011,0.9842535736111051
Customer_411,Product_007,Product_008,0.9019790580121768
Customer_412,Product_019;Product_001,Product_005,0.824478026044128
Customer_413,Product_002,Product_001,0.7771732607839454
Customer_414,Product_005;Product_007;Product_001,Product_001,0.9013824839534059
Customer_415,Product_013;Product_004,Product_008,0.7911150572987036
Customer_416,Product_001;Product_004,Product_019,0.989851558768791
Customer_417,Product_015;Product_008,Product_010,0.7630537857978184
Customer_418,Product_002;Product_015;Product_001,Product_002,0.9737982672733533
Customer_419,Product_012;Product_019,Product_001,0.9775943833428957
Customer_420,Product_004;Product_014;Product_009,Product_004,0.9818901711766206
Customer_421,Product_006,Product_005,0.7608433961001433
Customer_422,Product_001;Product_011,Product_003,0.9907388178829943
Customer_423,Product_006,Product_015,0.9587983600761774
Customer_424,Product_019,Product_004,0.7265557991613295
Customer_425,Product_002;Product_006;Product_012,Product_005,0.9383988208095124
Customer_426,Product_003;Product_007;Product_001,Product_008,0.8385046703208274
Customer_427,Product_016;Product_019,Product_009,0.9526146195049698
Customer_428,Product_009;Product_008;Product_020,Product_002,0.8860041599853474
Customer_429,Product_015;Product_004;Product_012,Product_019,0.9082090163082326
Customer_430,Product_010,Product_018,0.791547378844738
Customer_431,Product_009;Product_008,Product_019,0.7636128360101221
Customer_432,Product_006,Product_013,0.7538646117488595
Customer_433,Product_002,Product_008,0.7674220340263249
Customer_434,Product_013;Product_010;Product_007,Product_003,0.9241008465574977
Customer_435,Product_009;Product_005;Product_014,Product_019,0.8131986406089233
Customer_436,Product_013,Product_007,0.9163557217804514
Customer_437,Product_012,Product_003,0.8384112368155185
Customer_438,Product_011,Product_007,0.8775731686614777
Customer_439,Product_019;Product_015;Product_013,Product_017,0.7059381879738049
Customer_440,Product_018,Product_012,0.8402747849079664
Customer_441,Product_012;Product_019,Product_015,0.7101334148209061
Customer_442,Product_014;Product_018,Product_016,0.8425529500689375
Customer_443,Product_017,Product_004,0.971417871406596
Customer_444,Product_009;Product_020,Product_007,0.7747710831745338
Customer_445,Product_009;Product_018,Product_010,0.7938002207406717
Customer_446,Product_010,Product_003,0.9507069235874418
Customer_447,Product_017;Product_020,Product_005,0.8134915391621337
Customer_448,Product_020,Product_015,0.7722078507953589
Customer_449,Product_010;Product_015;Product_013,Product_003,0.8168984712396299
Customer_450,Product_011,Product_012,0.7421138794348238
Customer_451,Product_006;Product_017;Product_008,Product_016,0.7127999812622229
Customer_452,Product_018,Product_007,0.9390071788597137
Customer_453,Product_009,Product_001,0.7286383317524601
Customer_454,Product_015,Product_011,0.9661876041262218
Customer_455,Product_020;Product_019;Product_006,Product_015,0.9441040088389423
Customer_456,Product_005,Product_012,0.7893767091540447
Customer_457,Product_017;Product_019;Product_004,Product_018,0.7526787525352099
Customer_458,Product_019;Product_013,Product_013,0.7196255039662096
Customer_459,Product_009;Product_012,Product_014,0.9245448481072198
Customer_460,Product_006,Product_001,0.7356714768591602
Customer_461,Product_014;Product_013,Product_003,0.9696678629584965
Customer_462,Product_011;Product_002;Product_006,Product_019,0.9109716398318571
